TINDAK SEQUENCE NUMBER,NEGERI,TAHUN,Jenis Undi,Kod Parlimen,Nama Parlimen,Kod DUN,Nama DUN,KOD DM,Nama Daerah Mengundi,Nama Pusat Mengundi,Nombor Tempat Mengundi,Jumlah Kertas Undi Yang Patut Berada Di Dalam Peti Undi (A),PR,PR_CALON,PR_UNDI,BN,BN_CALON,BN_UNDI,LAIN1,LAIN_CALON,LAIN1_UNDI,Jumlah Undian Oleh Pemilih,Bilangan Kertas Undi Yang Ditolak (C),Jumlah Kertas Undi Yang Dikeluarkan Kepada Pengundi Tetapi Tidak Dimasukkan Ke Dalam Peti Undi(D)
593,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/09,TAMAN SAGA,SEKOLAH MENENGAH KEBANGSAAN SIMPANG KUALA,2,486,PKR,GOOI HSIAO LEUNG,263,MCA,CHOR CHEE HEUNG,210,,,,473,13,0
594,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/09,TAMAN SAGA,SEKOLAH MENENGAH KEBANGSAAN SIMPANG KUALA,3,406,PKR,GOOI HSIAO LEUNG,230,MCA,CHOR CHEE HEUNG,168,,,,398,8,0
595,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/10,TAMAN SULTAN ABDUL HALIM,SEKOLAH MENENGAH KEBANGSAAN CONVENT JALAN TANJUNG BENDAHARA,1,360,PKR,GOOI HSIAO LEUNG,169,MCA,CHOR CHEE HEUNG,175,,,,344,16,0
596,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/10,TAMAN SULTAN ABDUL HALIM,SEKOLAH MENENGAH KEBANGSAAN CONVENT JALAN TANJUNG BENDAHARA,2,408,PKR,GOOI HSIAO LEUNG,185,MCA,CHOR CHEE HEUNG,205,,,,390,18,0
597,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/11,JALAN LANGGAR,"KOLEJ SULTAN ABDUL HAMID, JALAN LANGGAR",1,389,PKR,GOOI HSIAO LEUNG,197,MCA,CHOR CHEE HEUNG,179,,,,376,13,0
598,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/12,KAMPUNG TANJONG BENDAHARA,SEKOLAH KEBANGSAAN ISKANDAR JALAN LANGGAR,1,224,PKR,GOOI HSIAO LEUNG,89,MCA,CHOR CHEE HEUNG,123,,,,212,12,0
599,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/12,KAMPUNG TANJONG BENDAHARA,SEKOLAH KEBANGSAAN ISKANDAR JALAN LANGGAR,2,389,PKR,GOOI HSIAO LEUNG,171,MCA,CHOR CHEE HEUNG,205,,,,376,13,0
600,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/12,KAMPUNG TANJONG BENDAHARA,SEKOLAH KEBANGSAAN ISKANDAR JALAN LANGGAR,3,371,PKR,GOOI HSIAO LEUNG,156,MCA,CHOR CHEE HEUNG,197,,,,353,18,0
601,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/12,KAMPUNG TANJONG BENDAHARA,SEKOLAH KEBANGSAAN ISKANDAR JALAN LANGGAR,4,359,PKR,GOOI HSIAO LEUNG,165,MCA,CHOR CHEE HEUNG,177,,,,342,17,0
602,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/13,JALAN STESYEN,KOLEJ SULTAN ABDUL HAMID JALAN LANGGAR,2,221,PKR,GOOI HSIAO LEUNG,107,MCA,CHOR CHEE HEUNG,103,,,,210,11,0
603,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/13,JALAN STESYEN,KOLEJ SULTAN ABDUL HAMID JALAN LANGGAR,3,256,PKR,GOOI HSIAO LEUNG,136,MCA,CHOR CHEE HEUNG,114,,,,250,6,0
604,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/14,TAMAN BEE BEE,SEKOLAH JENIS KEBANGSAAN (CHINA) PENG MIN BEE BEE PARK,1,269,PKR,GOOI HSIAO LEUNG,133,MCA,CHOR CHEE HEUNG,130,,,,263,6,0
605,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/14,TAMAN BEE BEE,SEKOLAH JENIS KEBANGSAAN (CHINA) PENG MIN BEE BEE PARK,2,339,PKR,GOOI HSIAO LEUNG,198,MCA,CHOR CHEE HEUNG,134,,,,332,7,0
606,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/14,TAMAN BEE BEE,SEKOLAH JENIS KEBANGSAAN (CHINA) PENG MIN BEE BEE PARK,3,292,PKR,GOOI HSIAO LEUNG,180,MCA,CHOR CHEE HEUNG,110,,,,290,2,0
607,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/15,KERIANG PULAU,SEKOLAH MENENGAH TEKNIK LEBUHRAYA SULTAN ABDUL HALIM,1,216,PKR,GOOI HSIAO LEUNG,83,MCA,CHOR CHEE HEUNG,119,,,,202,14,0
608,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/15,KERIANG PULAU,SEKOLAH MENENGAH TEKNIK LEBUHRAYA SULTAN ABDUL HALIM,2,469,PKR,GOOI HSIAO LEUNG,216,MCA,CHOR CHEE HEUNG,231,,,,447,22,0
609,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/15,KERIANG PULAU,SEKOLAH MENENGAH TEKNIK LEBUHRAYA SULTAN ABDUL HALIM,3,477,PKR,GOOI HSIAO LEUNG,203,MCA,CHOR CHEE HEUNG,259,,,,462,15,0
610,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/15,KERIANG PULAU,SEKOLAH MENENGAH TEKNIK LEBUHRAYA SULTAN ABDUL HALIM,4,465,PKR,GOOI HSIAO LEUNG,201,MCA,CHOR CHEE HEUNG,243,,,,444,21,0
611,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/16,SELARONG,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN MOHD. SAMAN TANDOP,1,280,PKR,GOOI HSIAO LEUNG,112,MCA,CHOR CHEE HEUNG,152,,,,264,16,0
612,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/16,SELARONG,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN MOHD. SAMAN TANDOP,2,553,PKR,GOOI HSIAO LEUNG,247,MCA,CHOR CHEE HEUNG,294,,,,541,12,0
613,KEDAH,2008,UNDI BIASA,009,ALOR STAR,14,ALOR MENGKUDU,009/14/16,SELARONG,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN MOHD. SAMAN TANDOP,3,464,PKR,GOOI HSIAO LEUNG,206,MCA,CHOR CHEE HEUNG,244,,,,450,14,0
614,KEDAH,2008,UNDI POS,010,KUALA KEDAH,UNDI POS,UNDI POS,010/UNDI POS,UNDI POS,UNDI POS,0,530,PKR,AHMAD BIN KASIM,135,UMNO,HASHIM BIN JAHAYA,372,,,,507,23,0
615,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/01,TITI GAJAH,SEKOLAH KEBANGSAAN TITI GAJAH,1,274,PKR,AHMAD BIN KASIM,139,UMNO,HASHIM BIN JAHAYA,124,,,,263,11,0
616,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/01,TITI GAJAH,SEKOLAH KEBANGSAAN TITI GAJAH,2,402,PKR,AHMAD BIN KASIM,206,UMNO,HASHIM BIN JAHAYA,190,,,,396,6,0
617,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/01,TITI GAJAH,SEKOLAH KEBANGSAAN TITI GAJAH,3,349,PKR,AHMAD BIN KASIM,205,UMNO,HASHIM BIN JAHAYA,140,,,,345,4,0
618,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/01,TITI GAJAH,SEKOLAH KEBANGSAAN TITI GAJAH,4,336,PKR,AHMAD BIN KASIM,184,UMNO,HASHIM BIN JAHAYA,147,,,,331,5,0
619,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/02,ALOR SENJAYA,SEKOLAH KEBANGSAAN TITI GAJAH,5,296,PKR,AHMAD BIN KASIM,142,UMNO,HASHIM BIN JAHAYA,147,,,,289,7,0
620,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/02,ALOR SENJAYA,SEKOLAH KEBANGSAAN TITI GAJAH,6,453,PKR,AHMAD BIN KASIM,245,UMNO,HASHIM BIN JAHAYA,203,,,,448,5,0
621,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/03,ALOR MADI,SEKOLAH JENIS KEBANGSAAN (TAMIL) THIRUVALLUVAR KOMPLEK SEKOLAH WAWASAN TAMAN AMAN,1,559,PKR,AHMAD BIN KASIM,416,UMNO,HASHIM BIN JAHAYA,135,,,,551,8,0
622,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/04,KOTA RENTANG,SEKOLAH KEBANGSAAN KOTA RENTANG,1,321,PKR,AHMAD BIN KASIM,184,UMNO,HASHIM BIN JAHAYA,126,,,,310,11,0
623,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/04,KOTA RENTANG,SEKOLAH KEBANGSAAN KOTA RENTANG,2,506,PKR,AHMAD BIN KASIM,326,UMNO,HASHIM BIN JAHAYA,174,,,,500,6,0
624,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/05,PERMATANG KONG,PUSAT GIAT MARA JERLUN,1,315,PKR,AHMAD BIN KASIM,234,UMNO,HASHIM BIN JAHAYA,69,,,,303,12,0
625,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/05,PERMATANG KONG,PUSAT GIAT MARA JERLUN,2,542,PKR,AHMAD BIN KASIM,395,UMNO,HASHIM BIN JAHAYA,142,,,,537,5,0
626,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/06,KUBANG RAJA,SEKOLAH KEBANGSAAN SIMPANG TIGA PADANG HANG,1,438,PKR,AHMAD BIN KASIM,279,UMNO,HASHIM BIN JAHAYA,141,,,,420,18,0
627,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/06,KUBANG RAJA,SEKOLAH KEBANGSAAN SIMPANG TIGA PADANG HANG,2,558,PKR,AHMAD BIN KASIM,348,UMNO,HASHIM BIN JAHAYA,197,,,,545,13,0
628,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/07,PADANG HANG,SEKOLAH KEBANGSAAN SIMPANG TIGA PADANG HANG,3,312,PKR,AHMAD BIN KASIM,245,UMNO,HASHIM BIN JAHAYA,59,,,,304,8,0
629,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/07,PADANG HANG,SEKOLAH KEBANGSAAN SIMPANG TIGA PADANG HANG,4,511,PKR,AHMAD BIN KASIM,425,UMNO,HASHIM BIN JAHAYA,74,,,,499,12,0
630,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/07,PADANG HANG,SEKOLAH KEBANGSAAN SIMPANG TIGA PADANG HANG,5,464,PKR,AHMAD BIN KASIM,375,UMNO,HASHIM BIN JAHAYA,85,,,,460,4,0
631,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/08,PADANG LALANG,SEKOLAH MENENGAH KEBANGSAAN ALOR JANGGUS,1,263,PKR,AHMAD BIN KASIM,94,UMNO,HASHIM BIN JAHAYA,151,,,,245,18,0
632,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/08,PADANG LALANG,SEKOLAH MENENGAH KEBANGSAAN ALOR JANGGUS,2,509,PKR,AHMAD BIN KASIM,232,UMNO,HASHIM BIN JAHAYA,264,,,,496,13,0
633,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/08,PADANG LALANG,SEKOLAH MENENGAH KEBANGSAAN ALOR JANGGUS,3,495,PKR,AHMAD BIN KASIM,220,UMNO,HASHIM BIN JAHAYA,264,,,,484,11,0
634,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/08,PADANG LALANG,SEKOLAH MENENGAH KEBANGSAAN ALOR JANGGUS,4,448,PKR,AHMAD BIN KASIM,231,UMNO,HASHIM BIN JAHAYA,215,,,,446,2,0
635,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/08,PADANG LALANG,SEKOLAH MENENGAH KEBANGSAAN ALOR JANGGUS,5,401,PKR,AHMAD BIN KASIM,183,UMNO,HASHIM BIN JAHAYA,214,,,,397,4,0
636,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/09,GUNONG,SEKOLAH MENENGAH KEBANGSAAN SERI GUNONG,1,280,PKR,AHMAD BIN KASIM,118,UMNO,HASHIM BIN JAHAYA,156,,,,274,6,0
637,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/09,GUNONG,SEKOLAH MENENGAH KEBANGSAAN SERI GUNONG,2,555,PKR,AHMAD BIN KASIM,256,UMNO,HASHIM BIN JAHAYA,287,,,,543,12,0
638,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/09,GUNONG,SEKOLAH MENENGAH KEBANGSAAN SERI GUNONG,3,505,PKR,AHMAD BIN KASIM,260,UMNO,HASHIM BIN JAHAYA,240,,,,500,5,0
639,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/09,GUNONG,SEKOLAH MENENGAH KEBANGSAAN SERI GUNONG,4,484,PKR,AHMAD BIN KASIM,225,UMNO,HASHIM BIN JAHAYA,250,,,,475,9,0
640,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/10,KUBANG TEDOH,SEKOLAH KEBANGSAAN KUBANG TEDOH,1,317,PKR,AHMAD BIN KASIM,193,UMNO,HASHIM BIN JAHAYA,105,,,,298,19,0
641,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/10,KUBANG TEDOH,SEKOLAH KEBANGSAAN KUBANG TEDOH,2,520,PKR,AHMAD BIN KASIM,334,UMNO,HASHIM BIN JAHAYA,178,,,,512,8,0
642,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/10,KUBANG TEDOH,SEKOLAH KEBANGSAAN KUBANG TEDOH,3,482,PKR,AHMAD BIN KASIM,366,UMNO,HASHIM BIN JAHAYA,109,,,,475,7,0
643,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/11,TAMAN AMAN,SEKOLAH KEBANGSAAN TAMAN AMAN KOMPLEKS SEKOLAH WAWASAN ANAK BUKIT,1,344,PKR,AHMAD BIN KASIM,130,UMNO,HASHIM BIN JAHAYA,208,,,,338,6,0
644,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/11,TAMAN AMAN,SEKOLAH KEBANGSAAN TAMAN AMAN KOMPLEKS SEKOLAH WAWASAN ANAK BUKIT,2,564,PKR,AHMAD BIN KASIM,266,UMNO,HASHIM BIN JAHAYA,294,,,,560,4,0
645,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/11,TAMAN AMAN,SEKOLAH KEBANGSAAN TAMAN AMAN KOMPLEKS SEKOLAH WAWASAN ANAK BUKIT,3,482,PKR,AHMAD BIN KASIM,219,UMNO,HASHIM BIN JAHAYA,260,,,,479,3,0
646,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/12,PEKAN ANAK BUKIT,SEKOLAH JENIS KEBANGSAAN (CHINA) SOON JIAN ANAK BUKIT,1,267,PKR,AHMAD BIN KASIM,75,UMNO,HASHIM BIN JAHAYA,178,,,,253,14,0
647,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/12,PEKAN ANAK BUKIT,SEKOLAH JENIS KEBANGSAAN (CHINA) SOON JIAN ANAK BUKIT,2,360,PKR,AHMAD BIN KASIM,162,UMNO,HASHIM BIN JAHAYA,189,,,,351,9,0
648,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/12,PEKAN ANAK BUKIT,SEKOLAH JENIS KEBANGSAAN (CHINA) SOON JIAN ANAK BUKIT,3,334,PKR,AHMAD BIN KASIM,165,UMNO,HASHIM BIN JAHAYA,165,,,,330,4,0
649,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/13,KAMPUNG ANAK BUKIT,DEWAN ANAK BUKIT,1,273,PKR,AHMAD BIN KASIM,127,UMNO,HASHIM BIN JAHAYA,142,,,,269,4,0
650,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/13,KAMPUNG ANAK BUKIT,DEWAN ANAK BUKIT,2,265,PKR,AHMAD BIN KASIM,136,UMNO,HASHIM BIN JAHAYA,128,,,,264,1,0
651,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/14,PANTAI JOHOR,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL MALEK ALOR MERAH,1,298,PKR,AHMAD BIN KASIM,130,UMNO,HASHIM BIN JAHAYA,163,,,,293,5,0
652,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/14,PANTAI JOHOR,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL MALEK ALOR MERAH,2,489,PKR,AHMAD BIN KASIM,250,UMNO,HASHIM BIN JAHAYA,230,,,,480,9,0
653,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/15,ALOR MERAH,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL MALEK ALOR MERAH,3,242,PKR,AHMAD BIN KASIM,85,UMNO,HASHIM BIN JAHAYA,147,,,,232,10,0
654,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/15,ALOR MERAH,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL MALEK ALOR MERAH,4,357,PKR,AHMAD BIN KASIM,151,UMNO,HASHIM BIN JAHAYA,200,,,,351,6,0
655,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/15,ALOR MERAH,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL MALEK ALOR MERAH,5,319,PKR,AHMAD BIN KASIM,142,UMNO,HASHIM BIN JAHAYA,176,,,,318,1,0
656,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/16,CHEGAR,SEKOLAH KEBANGSAAN GUNONG,1,296,PKR,AHMAD BIN KASIM,170,UMNO,HASHIM BIN JAHAYA,117,,,,287,9,0
657,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/16,CHEGAR,SEKOLAH KEBANGSAAN GUNONG,2,395,PKR,AHMAD BIN KASIM,259,UMNO,HASHIM BIN JAHAYA,133,,,,392,3,0
658,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/17,ALOR MELINTANG,SEKOLAH KEBANGSAAN SRI GUNONG,1,304,PKR,AHMAD BIN KASIM,147,UMNO,HASHIM BIN JAHAYA,149,,,,296,8,0
659,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/17,ALOR MELINTANG,SEKOLAH KEBANGSAAN SRI GUNONG,2,423,PKR,AHMAD BIN KASIM,224,UMNO,HASHIM BIN JAHAYA,192,,,,416,7,0
660,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/17,ALOR MELINTANG,SEKOLAH KEBANGSAAN SRI GUNONG,3,382,PKR,AHMAD BIN KASIM,225,UMNO,HASHIM BIN JAHAYA,151,,,,376,5,1
661,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/17,ALOR MELINTANG,SEKOLAH KEBANGSAAN SRI GUNONG,4,361,PKR,AHMAD BIN KASIM,209,UMNO,HASHIM BIN JAHAYA,150,,,,359,2,0
662,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/18,SUNGAI BARU,SEKOLAH KEBANGSAAN SUNGAI BARU,1,309,PKR,AHMAD BIN KASIM,105,UMNO,HASHIM BIN JAHAYA,191,,,,296,13,0
663,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/18,SUNGAI BARU,SEKOLAH KEBANGSAAN SUNGAI BARU,2,432,PKR,AHMAD BIN KASIM,196,UMNO,HASHIM BIN JAHAYA,233,,,,429,3,0
664,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/18,SUNGAI BARU,SEKOLAH KEBANGSAAN SUNGAI BARU,3,388,PKR,AHMAD BIN KASIM,191,UMNO,HASHIM BIN JAHAYA,191,,,,382,6,0
665,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/19,MERGONG,SEKOLAH MENENGAH AGAMA KEDAH MERGONG,1,276,PKR,AHMAD BIN KASIM,126,UMNO,HASHIM BIN JAHAYA,137,,,,263,12,1
666,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/19,MERGONG,SEKOLAH MENENGAH AGAMA KEDAH MERGONG,2,414,PKR,AHMAD BIN KASIM,211,UMNO,HASHIM BIN JAHAYA,199,,,,410,4,0
667,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/19,MERGONG,SEKOLAH MENENGAH AGAMA KEDAH MERGONG,3,403,PKR,AHMAD BIN KASIM,255,UMNO,HASHIM BIN JAHAYA,144,,,,399,4,0
668,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,15,ANAK BUKIT,010/15/19,MERGONG,SEKOLAH MENENGAH AGAMA KEDAH MERGONG,4,337,PKR,AHMAD BIN KASIM,211,UMNO,HASHIM BIN JAHAYA,123,,,,334,3,0
669,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/01,KUAR JAWA,SEKOLAH KEBANGSAAN HAJI ABDULLAH SADUN KUAR JAWA,1,281,PKR,AHMAD BIN KASIM,115,UMNO,HASHIM BIN JAHAYA,150,,,,265,16,0
670,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/01,KUAR JAWA,SEKOLAH KEBANGSAAN HAJI ABDULLAH SADUN KUAR JAWA,2,517,PKR,AHMAD BIN KASIM,206,UMNO,HASHIM BIN JAHAYA,307,,,,513,4,0
671,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/02,KUBANG JAWI,SEKOLAH KEBANGSAAN ALOR JANGGUS,1,282,PKR,AHMAD BIN KASIM,119,UMNO,HASHIM BIN JAHAYA,146,,,,265,17,0
672,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/02,KUBANG JAWI,SEKOLAH KEBANGSAAN ALOR JANGGUS,2,559,PKR,AHMAD BIN KASIM,273,UMNO,HASHIM BIN JAHAYA,274,,,,547,11,1
673,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/02,KUBANG JAWI,SEKOLAH KEBANGSAAN ALOR JANGGUS,3,491,PKR,AHMAD BIN KASIM,268,UMNO,HASHIM BIN JAHAYA,221,,,,489,2,0
674,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/03,KUBANG JAMBU,SEKOLAH JENIS KEBANGSAAN (CHINA) BOON HWA ALOR JANGGUS,1,293,PKR,AHMAD BIN KASIM,130,UMNO,HASHIM BIN JAHAYA,146,,,,276,17,0
675,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/03,KUBANG JAMBU,SEKOLAH JENIS KEBANGSAAN (CHINA) BOON HWA ALOR JANGGUS,2,499,PKR,AHMAD BIN KASIM,237,UMNO,HASHIM BIN JAHAYA,248,,,,485,14,0
676,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/04,KUBANG ROTAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG ROTAN,1,282,PKR,AHMAD BIN KASIM,156,UMNO,HASHIM BIN JAHAYA,118,,,,274,8,0
677,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/04,KUBANG ROTAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG ROTAN,2,520,PKR,AHMAD BIN KASIM,281,UMNO,HASHIM BIN JAHAYA,229,,,,510,10,0
678,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/04,KUBANG ROTAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG ROTAN,3,465,PKR,AHMAD BIN KASIM,273,UMNO,HASHIM BIN JAHAYA,182,,,,455,10,0
679,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/04,KUBANG ROTAN,SEKOLAH MENENGAH KEBANGSAAN KUBANG ROTAN,4,457,PKR,AHMAD BIN KASIM,231,UMNO,HASHIM BIN JAHAYA,224,,,,455,2,0
680,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/05,SEBERANG KOTA,SEKOLAH KEBANGSAAN KUALA KEDAH,1,302,PKR,AHMAD BIN KASIM,116,UMNO,HASHIM BIN JAHAYA,172,,,,288,14,0
681,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/05,SEBERANG KOTA,SEKOLAH KEBANGSAAN KUALA KEDAH,2,409,PKR,AHMAD BIN KASIM,160,UMNO,HASHIM BIN JAHAYA,238,,,,398,11,0
682,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/05,SEBERANG KOTA,SEKOLAH KEBANGSAAN KUALA KEDAH,3,379,PKR,AHMAD BIN KASIM,183,UMNO,HASHIM BIN JAHAYA,188,,,,371,8,0
683,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/06,KAMPUNG BAHRU,SEKOLAH KEBANGSAAN KUALA KEDAH,4,297,PKR,AHMAD BIN KASIM,135,UMNO,HASHIM BIN JAHAYA,138,,,,273,24,0
684,KEDAH,2008,UNDI BIASA,010,KUALA KEDAH,16,KUBANG ROTAN,010/16/06,KAMPUNG BAHRU,SEKOLAH KEBANGSAAN KUALA KEDAH,5,527,PKR,AHMAD BIN KASIM,256,UMNO,HASHIM BIN JAHAYA,265,,,,521,6,0
